id,filename,ident,name,type,frequency_khz,latitude_deg,longitude_deg,elevation_ft,iso_country,magnetic_variation_deg,usage_type,power,associated_airport,power_category
92664,Parit_Buntar_NDB_MY,PR,Parit Buntar,ndb,270,4.963329792,100.6179962,NA,MY,-0.158,BOTH,MEDIUM,NA,High
92665,Puerto_Princesa_NDB_PH,PR,Puerto Princesa,ndb,292,9.73707962,118.7539978,20,PH,-0.205,BOTH,MEDIUM,RPVP,High
92666,Peredovaya_NDB_RU,PR,Peredovaya,ndb,121,44.11669922,41.46670151,NA,RU,6.12,BOTH,HIGH,NA,High
92667,Petropavlovsk-Kamchatsky_NDB_RU,PR,Petropavlovsk-Kamchatsky,ndb,535,53.11330032,158.4900055,NA,RU,-6.218,TERMINAL,MEDIUM,UHPP,High
92668,Phrae_NDB_TH,PR,Phrae,ndb,340,18.12949944,100.1610031,NA,TH,-0.442,BOTH,MEDIUM,VTCP,High
92669,Oktyabrsky_NDB_TJ,PR,Oktyabrsky,ndb,310,38.53329849,68.40170288,NA,TJ,3.545,BOTH,MEDIUM,NA,High
92670,Principe_NDB_ST,PR,Principe,ndb,311,1.666000009,7.412360191,585,ST,-3.455,BOTH,MEDIUM,FPPR,High
92671,Pratapgarh_VOR-DME_IN,PRA,Pratapgarh,vor-dme,114900,24.03714932,74.74391377,1689,IN,-0.043,BOTH,HIGH,NA,High
92672,Praslin_VOR-DME_SC,PRA,Praslin,vor-dme,115700,-4.307370186,55.70709991,1106,SC,-5.166,BOTH,HIGH,FSPP,High
92673,El_Prat_VOR-DME_ES,PRA,El Prat,vor-dme,114300,41.28310013,2.081860065,43,ES,-0.367,BOTH,HIGH,LEBL,High
92674,Praia_NDB_CV,PRA,Praia,ndb,349,14.92259979,-23.49620056,230,CV,-11.243,BOTH,MEDIUM,NA,High
92675,Pratica_Di_Mare_NDB_IT,PRA,Pratica Di Mare,ndb,339,41.67969894,12.4527998,NA,IT,1.454,TERMINAL,LOW,LIRE,High
92676,Paso_Robles_VORTAC_US,PRB,Paso Robles,vortac,114300,35.67240143,-120.6269989,820,US,13.557,LO,MEDIUM,KPRB,High
92677,Sabah_74_NDB_LY,PRB,Sabah 74,ndb,245,28.2166996,18.11669922,NA,LY,1.519,BOTH,LOW,NA,High
92678,Zella_74_NDB_LY,PRC,Zella 74,ndb,270,28.58329964,17.31669998,NA,LY,1.474,TERMINAL,LOW,NA,High
92679,Parer_NDB_PG,PRE,Parer,ndb,395,-9.326669693,147.1399994,NA,PG,6.203,BOTH,LOW,AYPY,High
92680,St_Pierre_Pierrefonds_VOR-DME_RE,PRF,St Pierre Pierrefonds,vor-dme,115900,-21.31640053,55.41719818,52,RE,-19.587,TERMINAL,MEDIUM,FMEP,High
92681,Piet_Retief_NDB_ZA,PRF,Piet Retief,ndb,525,-26.93989944,30.77009964,NA,ZA,-19.455,BOTH,MEDIUM,FAPF,High
92682,Paraguana_VOR-DME_VE,PRG,Paraguana,vor-dme,113600,11.78339958,-70.13339996,75,VE,-9.243,BOTH,HIGH,SVJC,High
92683,Persian_Gulf_NDB_IR,PRG,Persian Gulf,ndb,457,27.39319992,52.72499847,27,IR,2.114,LO,MEDIUM,OIBP,High
92684,Paris_NDB_US,PRG,Paris,ndb,341,39.69839859,-87.67420197,655,US,-2.381,LO,LOW,NA,High
92685,Paraguana_NDB_VE,PRG,Paraguana,ndb,385,11.77690029,-70.1391983,135,VE,-9.231,LO,MEDIUM,SVJC,High
92686,Parintins_VOR-DME_BR,PRI,Parintins,vor-dme,114100,-2.667279959,-56.77310181,87,BR,-16.134,BOTH,HIGH,SWPI,High
92687,Previk_VOR-DME_FI,PRI,Previk,vor-dme,113200,61.46459961,21.79590034,62,FI,6.079,RNAV,HIGH,EFPO,High
92688,Perrine_NDB_US,PRI,Perrine,ndb,367,37.76509857,-90.4292984,916,US,-0.068,TERMINAL,LOW,NA,High
92689,Pristina_NDB_RS,PRI,Pristina,ndb,364,42.72859955,21.01819992,551,RS,3.191,TERMINAL,MEDIUM,NA,High
92690,Parkerville_NDB_AU,PRL,Parkerville,ndb,352,-31.8593998,116.1179962,NA,AU,-1.342,BOTH,MEDIUM,YPPH,High
92691,Paramillo_NDB_VE,PRM,Paramillo,ndb,310,7.803060055,-72.19979858,3281,VE,-7.274,LO,MEDIUM,SVPM,High
92692,Parnu_VOR-DME_EE,PRN,Parnu,vor-dme,115900,58.41659927,24.4659996,58,EE,6.303,LO,LOW,EEPU,High
92693,Paro_VOR_BT,PRO,Paro,vor,108400,27.299999239999998,89.5,7332,BT,-0.09,BOTH,HIGH,VQPR,High
92694,Perry_NDB_US,PRO,Perry,ndb,251,41.83060074,-94.16049957,1014,US,2.23,TERMINAL,LOW,NA,High
92695,Prudente_VOR-DME_BR,PRR,Prudente,vor-dme,113500,-22.17270088,-51.42570114,1477,BR,-17.256,BOTH,HIGH,SBDN,High
92696,Prudente_NDB_BR,PRR,Prudente,ndb,225,-22.18330002,-51.37519836,NA,BR,-17.261,BOTH,MEDIUM,SBDN,High
92697,Raisi_VOR-DME_IT,PRS,Raisi,vor-dme,113000,38.17210007,13.07999992,19,IT,1.452,LO,LOW,LICJ,High
92698,Raisi_NDB_IT,PRS,Raisi,ndb,329,38.18939972,13.10910034,NA,IT,1.455,LO,LOW,LICJ,High
92699,Peretola_VOR-DME_IT,PRT,Peretola,vor-dme,112500,43.8103981,11.20149994,157,IT,1.322,BOTH,HIGH,LIRQ,High
92700,Porto_VOR-DME_PT,PRT,Porto,vor-dme,114100,41.27310181,-8.68778038,182,PT,-4.016,BOTH,HIGH,LPPR,High
92701,Pristina_VOR-DME_RS,PRT,Pristina,vor-dme,113300,42.57249832,21.03140068,1820,RS,3.183,TERMINAL,HIGH,NA,High
92702,Perugia_VOR-DME_IT,PRU,Perugia,vor-dme,109400,43.10169983,12.51189995,721,IT,1.48,LO,HIGH,LIRZ,High
92703,Paris_VOR-DME_US,PRX,Paris,vor-dme,113600,33.54240036,-95.44830322,510,US,3.483,LO,MEDIUM,KPRX,High
92704,Portales_NDB_US,PRZ,Portales,ndb,407,34.15119934,-103.4059982,4044,US,8.181,TERMINAL,LOW,NA,High
92705,Peshawar_VOR-DME_PK,PS,Peshawar,vor-dme,114300,33.97539902,71.51719666,1257,PK,2.155,BOTH,HIGH,OPPS,High
92706,Pakse_NDB_LA,PS,Pakse,ndb,220,15.13059998,105.7839966,NA,LA,-0.374,BOTH,MEDIUM,VLPS,High
92707,Rotterdam_Locator_NDB_NL,PS,Rotterdam Locator,ndb,369,51.86429977,4.210490227,NA,NL,-0.458,TERMINAL,LOW,NA,High
92708,Asuncion_NDB_PY,PS,Asuncion,ndb,320,-25.21610069,-57.51330185,260,PY,-12.027,TERMINAL,MEDIUM,SGAS,High
92709,Peshawar_NDB_PK,PS,Peshawar,ndb,308,33.99580002,71.50440216,1257,PK,2.159,BOTH,MEDIUM,OPPS,High
92710,Kyzyl_NDB_RU,PS,Kyzyl,ndb,490,51.70000076,94.46170044,NA,RU,2.112,TERMINAL,HIGH,NA,High
92711,Krasitsky_NDB_RU,PS,Krasitsky,ndb,457,47.63330078,134.8829956,NA,RU,-11.234,BOTH,HIGH,NA,High
92712,Kazan_NDB_RU,PS,Kazan,ndb,292,55.63499832,49.20669937,NA,RU,12.059,TERMINAL,MEDIUM,UWKD,High
92713,Dunez_NDB_US,PS,Dunez,ndb,331,46.33810043,-119.0130005,651,US,16.253,TERMINAL,MEDIUM,NA,High
92714,Ports_NDB_US,PS,Ports,ndb,275,40.9856987,-78.14459991,NA,US,-10.323,TERMINAL,LOW,NA,High
92715,Pump_Station_10_NDB_SA,PS0,Pump Station 10,ndb,382,24.10000038,41.0367012,2840,SA,2.515,TERMINAL,LOW,OEPJ,High
92716,Pump_Station_3_NDB_SA,PS3,Pump Station 3,ndb,315,25.16830063,47.49649811,1740,SA,2.235,TERMINAL,LOW,OEPC,High
92717,Pump_Station_6_NDB_SA,PS6,Pump Station 6,ndb,370,24.700000760000002,44.96829987,2530,SA,2.359,TERMINAL,LOW,OEPF,High
92718,Pump_Station_9_NDB_SA,PS9,Pump Station 9,ndb,607,24.25,42.13330078,3000,SA,2.478,TERMINAL,LOW,OEPI,High
92719,Prince_Sultan_VORTAC_SA,PSA,Prince Sultan,vortac,115400,24.07390022,47.58330154,1599,SA,2.144,BOTH,LOW,OEPS,High
92720,Spessart_NDB_DE,PSA,Spessart,ndb,370,49.86220169,9.348320007,NA,DE,1.005,RNAV,LOW,NA,High
92721,Philipsburg_VORTAC_US,PSB,Philipsburg,vortac,115500,40.91630173,-77.99269867,2440,US,-10.374,BOTH,HIGH,NA,High
92722,Pasco_VOR-DME_US,PSC,Pasco,vor-dme,108400,46.26300049,-119.1159973,404,US,16.256,LO,MEDIUM,NA,High
92723,Port_Said_VOR-DME_EG,PSD,Port Said,vor-dme,112700,31.27879906,32.2378006,30,EG,3.295,BOTH,HIGH,HEPS,High
92724,Port_Sudan_VOR-DME_SD,PSD,Port Sudan,vor-dme,113100,19.40119934,37.24169922,160,SD,2.401,BOTH,HIGH,HSPN,High
92725,Port Sudan_NDB_SD,PSD,Port Sudan,ndb,339,19.42250061,37.24209976,245,SD,2.402,BOTH,MEDIUM,HSPN,High
92726,Ponce_VOR-DME_PR,PSE,Ponce,vor-dme,109000,17.99250031,-66.51920319,16,PR,-12.188,LO,MEDIUM,TJPS,High
92727,Parshall_NDB_US,PSH,Parshall,ndb,379,47.93610001,-102.137001,1998,US,8.287,TERMINAL,LOW,NA,High
92728,Pontiac_VORTAC_US,PSI,Pontiac,vortac,111000,42.70090103,-83.53279877,1148,US,-6.497,LO,MEDIUM,KPTK,High
92729,Seinajoki_NDB_FI,PSJ,Seinajoki,ndb,352,62.64210129,22.93610001,NA,FI,6.531,RNAV,LOW,EFSI,High
92730,Pulaski_VORTAC_US,PSK,Pulaski,vortac,116800,37.08769989,-80.71289825,2120,US,-7.338,BOTH,HIGH,NA,High
92731,Pisek_DME_CZ,PSK,Pisek,dme,117600,49.79750061,14.03470039,2300,CZ,2.209,RNAV,UNKNOWN,NA,High
92732,Phitsanulok_TACAN_TH,PSL,Phitsanulok,tacan,115200,16.79140091,100.2750015,144,TH,-0.414,BOTH,HIGH,VTPP,High
92733,Phitsanulok_VOR-DME_TH,PSL,Phitsanulok,vor-dme,114100,16.77039909,100.2910004,145,TH,-0.413,BOTH,HIGH,VTPP,High
92734,Pease_VORTAC_US,PSM,Pease,vortac,116500,43.08449936,-70.83200073,99,US,-15.448,LO,MEDIUM,KPSM,High
92735,Busan_VORTAC_KR,PSN,Busan,vortac,114000,35.12340164,129,1500,KR,-7.125,BOTH,HIGH,RKPK,High
92736,Piracununga_VOR-DME_BR,PSN,Piracununga,vor-dme,113300,-21.98450089,-47.34420013,1968,BR,-19.491,BOTH,HIGH,SBYS,High
92737,Piracununga_NDB_BR,PSN,Piracununga,ndb,310,-21.98600006,-47.33750153,1968,BR,-19.493,LO,MEDIUM,SBYS,High
92738,Palestine_NDB_US,PSN,Palestine,ndb,375,31.78019905,-95.70110321,NA,US,4.013,TERMINAL,LOW,NA,High
92739,Pasto_VOR-DME_CO,PSO,Pasto,vor-dme,113400,1.397989988,-77.28990173,5894,CO,-2.495,LO,HIGH,SKPS,High
92740,Pasto_NDB_CO,PSO,Pasto,ndb,264,1.394930005,-77.28919983,5960,CO,-2.494,LO,MEDIUM,SKPS,High
92741,Palm_Springs_VORTAC_US,PSP,Palm Springs,vortac,115500,33.86999893,-116.4300003,1600,US,12.425,BOTH,MEDIUM,KPSP,High
92742,Presidencia_Roque_Saenz_Pena_NDB_AR,PSP,Presidencia Roque Saenz Pena,ndb,205,-26.74720001,-60.48609924,299,AR,-8.561,LO,HIGH,NA,High
92743,Prosser_NDB_US,PSS,Prosser,ndb,338,40.68629837,-98.47750092,1974,US,5.411,TERMINAL,MEDIUM,NA,High
92744,Porto_Santo_NDB_PT,PST,Porto Santo,ndb,338,33.0685997,-16.35829926,338,PT,-6.256,BOTH,HIGH,LPPS,High
92745,Potchefstroom_VOR-DME_ZA,PSV,Potchefstroom,vor-dme,115800,-26.67329979,27.09329987,4520,ZA,-18.119,BOTH,HIGH,FAPS,High
92746,Palacios_VORTAC_US,PSX,Palacios,vortac,117300,28.76440048,-96.30619812,15,US,4.275,BOTH,HIGH,NA,High
92747,Puerto_Suarez_NDB_BO,PSZ,Puerto Suarez,ndb,290,-18.98189926,-57.81840134,439,BO,-13.362,LO,MEDIUM,SLPS,High
92748,Putao_NDB_MM,PT,Putao,ndb,340,27.32060051,97.43779755,NA,MM,-0.438,BOTH,HIGH,VYPT,High
92750,Jingtai_NDB_CN,PT,Jingtai,ndb,475,37.19329834,104.0680008,NA,CN,-2.12,BOTH,HIGH,NA,High
92751,Petropavlovsk_NDB_KZ,PT,Petropavlovsk,ndb,360,54.79249954,69.25360107,NA,KZ,12.045,BOTH,MEDIUM,NA,High
92752,Skopje_NDB_MK,PT,Skopje,ndb,295,41.91419983,21.63809967,860,MK,3.207,LO,MEDIUM,NA,High
92753,Katowice_NDB_PL,PT,Katowice,ndb,285,50.47409821,19.15029907,NA,PL,3.388,BOTH,HIGH,EPKT,High
92754,Ufa_NDB_RU,PT,Ufa,ndb,527,54.59999847,55.82329941,NA,RU,12.136,TERMINAL,HIGH,UWUU,High
92755,Dalna_NDB_RU,PT,Dalna,ndb,101,61.89500046,34.08670044,NA,RU,11.135,BOTH,HIGH,ULPB,High
92756,Pattani_NDB_TH,PT,Pattani,ndb,201,6.788459778,101.1480026,NA,TH,-0.153,BOTH,MEDIUM,VTSK,High
92757,La_Plata_VOR_AR,PTA,La Plata,vor,113700,-34.97579956,-57.89830017,69,AR,-7.184,BOTH,HIGH,SADL,High
92758,Puerto_Plata_VOR-DME_DO,PTA,Puerto Plata,vor-dme,115100,19.75930023,-70.57039642,38,DO,-10.225,BOTH,HIGH,MDPP,High
92759,La_Plata_NDB_AR,PTA,La Plata,ndb,250,-34.96670151,-57.89780045,72,AR,-7.188,BOTH,HIGH,SADL,High
92760,Pusztaszabolcs_VOR-DME_HU,PTB,Pusztaszabolcs,vor-dme,117100,47.15219879,18.74230003,453,HU,3.159,BOTH,HIGH,NA,High
92761,Pusztaszabolcs_NDB_HU,PTB,Pusztaszabolcs,ndb,386,47.15250015,18.74279976,NA,HU,3.16,TERMINAL,HIGH,NA,High
92762,Petersburg_NDB_US,PTB,Petersburg,ndb,284,37.13010025,-77.5746994,NA,US,-9.494,TERMINAL,LOW,KPTB,High
92763,Puerto_Carreno_VOR-DME_CO,PTC,Puerto Carreno,vor-dme,112900,6.181690216,-67.4960022,181,CO,-10.192,BOTH,HIGH,SKPC,High
92764,Porto_Colom_NDB_ES,PTC,Porto Colom,ndb,401,39.4272995,3.256720066,NA,ES,-0.149,LO,LOW,NA,High
92765,Potsdam_NDB_US,PTD,Potsdam,ndb,400,44.72340012,-74.88269806,360,US,-14.06,TERMINAL,LOW,NA,High
92766,Portete_NDB_CO,PTE,Portete,ndb,420,12.22309971,-71.97109985,120,CO,-8.177,LO,MEDIUM,SKPB,High
92767,Podkamennaya_Tunguska_VOR-DME_RU,PTG,Podkamennaya Tunguska,vor-dme,113400,61.59830093,89.98999786,213,RU,9.07,BOTH,HIGH,NA,High
92768,Perth_VOR_GB,PTH,Perth,vor,110400,56.44250107,-3.368609905,NA,GB,-4.329,RNAV,HIGH,NA,High
92769,Pasteje_VOR-DME_MX,PTJ,Pasteje,vor-dme,114500,19.64570045,-99.79799652,11500,MX,6.15,BOTH,HIGH,NA,High
92770,Pyeongtaek_VOR-DME_KR,PTK,Pyeongtaek,vor-dme,108200,36.96780014,127.0210037,47,KR,-7.376,BOTH,LOW,RKSG,High
92771,Petrolina_VOR-DME_BR,PTL,Petrolina,vor-dme,112100,-9.36316967,-40.56129837,1263,BR,-22.221,BOTH,HIGH,SBPL,High
92772,Petrolina_NDB_BR,PTL,Petrolina,ndb,345,-9.367670059,-40.56750107,1396,BR,-22.221,BOTH,MEDIUM,SBPL,High
92773,Perito_Moreno_NDB_AR,PTM,Perito Moreno,ndb,335,-46.53639984,-70.98609924,1411,AR,10.474,BOTH,HIGH,SAWP,High
92774,Pathein_VOR-DME_MM,PTN,Pathein,vor-dme,115600,16.81459999,94.77670288,20,MM,-0.484,BOTH,HIGH,VYPN,High
92775,Pathein_NDB_MM,PTN,Pathein,ndb,415,16.80130005,94.77999878,NA,MM,-0.484,BOTH,MEDIUM,VYPN,High
92776,Portoviejo_NDB_EC,PTN,Portoviejo,ndb,390,-1.046110034,-80.46829987,127,EC,-0.133,LO,MEDIUM,SEPV,High
92777,Patterson_NDB_US,PTN,Patterson,ndb,245,29.71459961,-91.33670044,3,US,1.231,TERMINAL,LOW,NA,High
92778,Ponta_Pora_NDB_BR,PTP,Ponta Pora,ndb,340,-22.55019951,-55.7071991,2156,BR,-14.182,BOTH,MEDIUM,SBPP,High
92779,Pointe_A_Pitre_NDB_GP,PTP,Pointe A Pitre,ndb,385,16.28359985,-61.63090134,NA,GP,-14.261,BOTH,LOW,TFFR,High
92780,Pelotas_VOR_BR,PTS,Pelotas,vor,113300,-31.71920013,-52.32730103,59,BR,-13.335,BOTH,HIGH,SBPK,High
92781,Pelotas_NDB_BR,PTS,Pelotas,ndb,340,-31.71349907,-52.33069992,59,BR,-13.322,BOTH,MEDIUM,SBPK,High
92782,Pittsburg_NDB_US,PTS,Pittsburg,ndb,365,37.44250107,-94.72660065,918,US,3.083,TERMINAL,LOW,NA,High
92783,Trombetas_NDB_BR,PTT,Trombetas,ndb,205,-1.486330032,-56.39780045,287,BR,-16.272,LO,MEDIUM,SBTB,High
92784,Pratt_NDB_US,PTT,Pratt,ndb,356,37.72389984,-98.74700165,1985,US,5.515,TERMINAL,LOW,NA,High
92785,Pithiviers_VOR_FR,PTV,Pithiviers,vor,116500,48.1556015,2.264780045,424,FR,-1.023,BOTH,HIGH,NA,High
92786,Pottstown_VORTAC_US,PTW,Pottstown,vortac,116500,40.22230148,-75.56030273,290,US,-12.038,BOTH,MEDIUM,NA,High
92787,Pastaza_NDB_EC,PTZ,Pastaza,ndb,340,-1.516229987,-78.04329681,3465,EC,-1.439,TERMINAL,HIGH,SESM,High
92788,Papa_Uniform_VOR-DME_SG,PU,Papa Uniform,vor-dme,115100,1.423329949,103.9329987,190,SG,0.149,BOTH,HIGH,WSAP,High
92789,Dongyangjiao_NDB_CN,PU,Dongyangjiao,ndb,296,41.50669861,123.2929993,NA,CN,-8.252,BOTH,MEDIUM,ZYTX,High
92790,Pulkovo_NDB_RU,PU,Pulkovo,ndb,303,59.82170105,30.174999239999998,NA,RU,8.577,TERMINAL,MEDIUM,ULLI,High
92791,Pietermaritzburg_NDB_ZA,PU,Pietermaritzburg,ndb,407,-29.66130066,30.40979958,2425,ZA,-23.234,BOTH,MEDIUM,FAPM,High
92792,Phuket_NDB_TH,PU,Phuket,ndb,360,8.101659775,98.30619812,82,TH,-0.351,BOTH,MEDIUM,VTSP,High
92793,Mertz_NDB_US,PU,Mertz,ndb,302,38.28390121,-104.6470032,NA,US,9.17,TERMINAL,MEDIUM,KPUB,High
92794,Pueblo_VORTAC_US,PUB,Pueblo,vortac,116700,38.29430008,-104.4290009,4760,US,9.102,BOTH,HIGH,NA,High
92795,Carbon_VOR-DME_US,PUC,Carbon,vor-dme,115500,39.60319901,-110.7539978,5891,US,12.109,LO,HIGH,NA,High
92796,Pudong_VOR-DME_CN,PUD,Pudong,vor-dme,116900,31.16830063,121.7799988,13,CN,-5.184,BOTH,HIGH,ZSPD,High
92797,Puff_NDB_US,PUF,Puff,ndb,345,43.35110092,-94.7378006,1300,US,2.426,TERMINAL,LOW,NA,High
92798,Pula_VOR-DME_HR,PUL,Pula,vor-dme,111250,44.89239883,13.91810036,189,HR,2.082,BOTH,HIGH,LDPL,High
92799,Pucallpa_VOR-DME_PE,PUL,Pucallpa,vor-dme,116700,-8.375829697,-74.57219696,537,PE,-2.428,BOTH,HIGH,SPCL,High
92800,Pune_VOR-DME_IN,PUN,Pune,vor-dme,113900,18.57970047,73.91419983,1942,IN,-0.568,BOTH,MEDIUM,VAPO,High
92801,Marshall_NDB_US,PUR,Marshall,ndb,371,39.04199982,-93.1957016,779,US,1.531,TERMINAL,LOW,NA,High
92802,Phuket_VOR-DME_TH,PUT,Phuket,vor-dme,116900,8.115229607,98.3062973,55,TH,-0.351,BOTH,HIGH,VTSP,High
92803,Putnam_VOR-DME_US,PUT,Putnam,vor-dme,117400,41.95550156,-71.84410095,650,US,-14.496,BOTH,HIGH,NA,High
92804,Pulliam_NDB_US,PUU,Pulliam,ndb,379,35.14189911,-111.6709976,6994,US,11.419,TERMINAL,LOW,KFLG,High
92805,Pullman_VOR-DME_US,PUW,Pullman,vor-dme,109000,46.67430115,-117.223999,2720,US,16.056,LO,MEDIUM,NA,High
92806,Providenciales_NDB_TC,PV,Providenciales,ndb,387,21.77770042,-72.26059723,15,TC,-9.45,BOTH,MEDIUM,MBPV,High
92807,Rench_NDB_US,PV,Rench,ndb,335,41.64179993,-71.49469757,NA,US,-14.54,TERMINAL,LOW,KPVD,High
92808,Naada_NDB_US,PV,Naada,ndb,336,39.49810028,-74.67250061,54,US,-12.24,TERMINAL,LOW,KACY,High
92809,Platteville_NDB_US,PVB,Platteville,ndb,203,42.68799973,-90.43650055,1020,US,-0.509,TERMINAL,LOW,NA,High
92810,Provincetown_NDB_US,PVC,Provincetown,ndb,389,42.06890106,-70.22360229,43,US,-15.404,TERMINAL,LOW,NA,High
92811,Providence_VORTAC_US,PVD,Providence,vortac,115600,41.72430038,-71.42960358,49,US,-14.577,BOTH,HIGH,KPVD,High
92812,Portsmouth_NDB_US,PVG,Portsmouth,ndb,241,36.78010178,-76.44550323,23,US,-10.293,TERMINAL,LOW,NA,High
92813,Porto_Velho_VOR-DME_BR,PVH,Porto Velho,vor-dme,112700,-8.713999748,-63.90330124,290,BR,-10.543,BOTH,HIGH,SBPV,High
92814,Porto_Velho_NDB_BR,PVH,Porto Velho,ndb,385,-8.707670212,-63.89830017,290,BR,-10.546,BOTH,MEDIUM,SBPV,High
92815,Pauls_Valley_NDB_US,PVJ,Pauls Valley,ndb,384,34.715400699999996,-97.22889709,960,US,4.543,LO,LOW,NA,High
92816,Providenciales_VOR-DME_TC,PVN,Providenciales,vor-dme,115600,21.77219963,-72.26599884,54,TC,-9.447,BOTH,HIGH,MBPV,High
92817,Porvoo_VOR-DME_FI,PVO,Porvoo,vor-dme,112800,60.29439926,25.58849907,121,FI,7.237,RNAV,HIGH,EFHF,High
92818,Put_River_NDB_US,PVQ,Put River,ndb,376,70.22270203,-148.4160004,NA,US,24.281,BOTH,MEDIUM,PASC,High
92819,Vallarta_VOR-DME_MX,PVR,Vallarta,vor-dme,116600,20.67309952,-105.2570038,23,MX,8.028,BOTH,HIGH,MMPR,High
92820,El_Porvenir_NDB_BO,PVR,El Porvenir,ndb,430,-20.75349998,-63.2016983,NA,BO,-8.416,LO,MEDIUM,NA,High
92821,Provo_VOR-DME_US,PVU,Provo,vor-dme,108400,40.21490097,-111.7210007,4493,US,12.396,LO,LOW,NA,High
92822,Plainview_VOR-DME_US,PVW,Plainview,vor-dme,112900,34.08620071,-101.7900009,3400,US,7.295,LO,MEDIUM,NA,High
92823,Purwakarta_NDB_ID,PW,Purwakarta,ndb,250,-6.566669941,107.4499969,NA,ID,0.498,BOTH,MEDIUM,NA,High
92824,Pavlodar_NDB_KZ,PW,Pavlodar,ndb,440,52.22790146,77.123703,NA,KZ,8.559,BOTH,MEDIUM,UASP,High
92825,Tatry_NDB_SK,PW,Tatry,ndb,418,49.08010101,20.07250023,NA,SK,3.438,TERMINAL,HIGH,LZTT,High
92826,Sokol_NDB_RU,PW,Sokol,ndb,260,47.26670074,142.7669983,NA,RU,-10.169,BOTH,HIGH,NA,High
92827,Syktyvkar_NDB_RU,PW,Syktyvkar,ndb,345,61.60499954,50.80830002,NA,RU,16.167,TERMINAL,MEDIUM,UUYY,High
92828,Phalaborwa_NDB_ZA,PW,Phalaborwa,ndb,272,-23.91740036,31.15390015,NA,ZA,-15.402,BOTH,MEDIUM,FAPH,High
92829,Prestwick_NDB_GB,PW,Prestwick,ndb,426,55.54439926,-4.681550026,NA,GB,-4.554,TERMINAL,LOW,EGPK,High
92830,Pavlivka_NDB_UA,PW,Pavlivka,ndb,815,47.74819946,37.22340012,NA,UA,6.458,BOTH,HIGH,NA,High
92831,Orham_NDB_US,PW,Orham,ndb,394,43.65240097,-70.44100189,NA,US,-16.089,TERMINAL,LOW,KPWM,High
92832,Wiley_Post_VOR-DME_US,PWA,Wiley Post,vor-dme,113400,35.53290176,-97.64720154,1270,US,5.096,LO,LOW,NA,High
92833,Pine_River_NDB_US,PWC,Pine River,ndb,330,46.72710037,-94.3844986,1292,US,2.008,LO,LOW,NA,High
92834,Plentywood_NDB_US,PWD,Plentywood,ndb,251,48.79000092,-104.5270004,NA,US,10.174,LO,LOW,NA,High
92835,Pawnee_City_VORTAC_US,PWE,Pawnee City,vortac,112400,40.20040131,-96.20629883,1360,US,4.042,BOTH,HIGH,NA,High
92836,Sportys_NDB_US,PWF,Sportys,ndb,245,39.0766983,-84.2154007,849,US,-5.196,TERMINAL,LOW,NA,High
92837,Puerto_Williams_VOR-DME_CL,PWL,Puerto Williams,vor-dme,114900,-54.92919922,-67.62000275,88,CL,12.463,BOTH,HIGH,SCGZ,High
92838,Pawling_VOR-DME_US,PWL,Pawling,vor-dme,114300,41.76979828,-73.60050201,1250,US,-13.47,LO,MEDIUM,NA,High
92839,Kitsap_NDB_US,PWT,Kitsap,ndb,206,47.49229813,-122.7570038,492,US,17.432,LO,LOW,KPWT,High
92840,Perm_NDB_RU,PX,Perm,ndb,705,57.95000076,56.09000015,NA,RU,14.297,TERMINAL,MEDIUM,USPP,High
92841,Escondido_VOR-DME_MX,PXM,Escondido,vor-dme,112500,15.87510014,-97.08170319,294,MX,5.238,BOTH,HIGH,MMPS,High
92842,Panoche_VORTAC_US,PXN,Panoche,vortac,112600,36.71549988,-120.7789993,2060,US,14.129,LO,MEDIUM,NA,High
92843,Phoenix_VORTAC_US,PXR,Phoenix,vortac,115600,33.43299866,-111.9700012,1182,US,11.295,BOTH,HIGH,P18,High
92844,Patuxent_VORTAC_US,PXT,Patuxent,vortac,117600,38.28779984,-76.40019989,20,US,-10.561,BOTH,MEDIUM,KNHK,High
92845,Pocket_City_VORTAC_US,PXV,Pocket City,vortac,113300,37.92829895,-87.76239777,430,US,-2.168,BOTH,HIGH,KEVV,High
92846,Port_Moresby_VOR-DME_PG,PY,Port Moresby,vor-dme,117000,-9.452960014,147.2149963,526,PG,6.223,BOTH,LOW,AYPY,High
92847,Fort_Chipewyan_NDB_CA,PY,Fort Chipewyan,ndb,207,58.76169968,-111.1090012,761,CA,17.122,BOTH,MEDIUM,CYPY,High
92848,Apiay_NDB_CO,PY,Apiay,ndb,250,4.074639797,-73.54199982,NA,CO,-5.543,TERMINAL,MEDIUM,SKAP,High
92849,Penrhyn_NDB_CK,PY,Penrhyn,ndb,400,-8.994170189,-158.0440063,NA,CK,10.251,BOTH,MEDIUM,NA,High
92850,Port_Moresby_NDB_PG,PY,Port Moresby,ndb,368,-9.461050034,147.2330017,146,PG,6.226,BOTH,LOW,AYPY,High
92851,Plettenberg_Bay_NDB_ZA,PY,Plettenberg Bay,ndb,278,-34.09049988,23.32600021,443,ZA,-25.464,BOTH,MEDIUM,FAPG,High
92852,Plymouth_NDB_GB,PY,Plymouth,ndb,397,50.42440033,-4.11232996,NA,GB,-3.37,TERMINAL,LOW,EGHD,High
92853,Penn_Yan_NDB_US,PYA,Penn Yan,ndb,260,42.64400101,-77.05609894,977,US,-11.517,LO,LOW,NA,High
